Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
8176,20,Female,Undergraduate,UAE,6.555672645095077,LinkedIn,Yes,7.227512561213813,6,In Relationship,0,5
8177,18,Female,Undergraduate,Japan,6.656341098201418,Instagram,No,7.0106002924370685,8,Single,3,9
8178,22,Male,Graduate,Canada,5.129089606667224,Instagram,No,6.4274704676103935,5,Single,6,4
8179,22,Male,Undergraduate,Liechtenstein,6.552690747374388,Instagram,No,5.6425283601217675,5,Single,4,7
8180,18,Male,Undergraduate,Australia,4.669927835452093,YouTube,No,6.674982610025751,5,In Relationship,1,7
8181,19,Female,Graduate,South Korea,5.193389507157758,Twitter,Yes,7.3945484673536885,7,Single,1,9
8182,23,Female,Graduate,Italy,4.745578003608972,YouTube,Yes,6.121990282459437,5,In Relationship,0,9
8183,22,Female,Undergraduate,India,5.9337986534159475,Facebook,No,6.2372624214809,8,Single,1,5
8184,18,Female,High School,Poland,4.718817435293632,Instagram,Yes,6.473302519344845,8,In Relationship,3,7
8185,21,Female,Graduate,Bangladesh,6.167037196745703,Instagram,Yes,6.7817305700971255,5,In Relationship,2,5
8186,24,Male,Undergraduate,Maldives,5.47995656830372,Instagram,Yes,7.203291578236662,8,In Relationship,2,8
8187,19,Female,Undergraduate,Nepal,3.681205470851082,WhatsApp,Yes,7.8907490017625275,8,Single,3,3
8188,20,Female,Graduate,France,5.315618764953175,WhatsApp,Yes,5.551887276777447,4,Single,4,6
8189,19,Male,Undergraduate,Turkey,4.552950191191744,TikTok,No,6.641367661735204,8,Single,5,4
8190,21,Male,Undergraduate,Bangladesh,4.683664142755793,Facebook,Yes,6.464022696003615,8,Single,5,6
8191,19,Male,Undergraduate,Sri Lanka,4.037409680565662,Facebook,No,5.534641876931191,5,Single,4,9
8192,18,Male,High School,Nigeria,4.094073634319436,LinkedIn,Yes,6.490429566656777,7,In Relationship,2,3
8193,18,Female,Graduate,Bangladesh,3.7307830480620603,TikTok,Yes,3.6895837331820327,4,Complicated,2,5
8194,20,Male,Undergraduate,Brazil,5.283800455567425,TikTok,No,8.45162192917711,4,In Relationship,3,3
8195,20,Female,Graduate,Kuwait,4.57536439650756,Instagram,No,6.954547651523277,9,Single,2,6
8196,23,Male,Graduate,Jordan,5.05245550588011,Instagram,No,6.175621675674346,8,Single,4,7
8197,23,Female,Undergraduate,Turkey,4.829403684709427,WhatsApp,No,7.192082942466171,5,In Relationship,1,8
8198,21,Female,Graduate,Mexico,4.348228308568956,Twitter,No,6.3553235804989505,9,In Relationship,2,5
8199,21,Male,Undergraduate,USA,8.307176259829337,Instagram,No,7.80656461866297,6,In Relationship,6,7
8200,21,Female,Graduate,India,2.979995269166225,Instagram,Yes,7.886086571063803,6,In Relationship,4,4
8201,20,Female,Graduate,India,3.784899255350152,TikTok,No,7.804613471034095,7,Complicated,4,4
8202,20,Male,Undergraduate,Sri Lanka,4.849416704057476,Instagram,No,6.348850851663702,8,In Relationship,2,8
8203,18,Female,Graduate,Poland,3.720063623917221,Facebook,Yes,6.527466348601686,5,Single,1,6
8204,20,Female,Graduate,Spain,3.962546085910552,Instagram,No,5.119730453082501,5,Single,2,7
8205,21,Female,Graduate,Jordan,5.145412684164491,Instagram,No,6.833774630169232,7,Single,2,7
8206,22,Male,Graduate,Canada,4.779166580720495,Twitter,Yes,7.624364247091316,6,Single,3,5
8207,18,Male,Undergraduate,Bangladesh,6.291810884910111,Facebook,Yes,8.791863214217392,5,Single,3,9
8208,18,Female,Undergraduate,Bangladesh,6.652136750411018,Instagram,No,6.7115459454410695,7,Single,4,10
8209,21,Male,Graduate,Switzerland,4.947431099758116,WhatsApp,No,6.195861326298026,4,In Relationship,3,5
8210,20,Male,Undergraduate,Germany,4.481811871846792,LinkedIn,Yes,6.729679666149718,6,Single,3,3
8211,18,Male,Undergraduate,Malaysia,4.6266448490701295,Instagram,Yes,7.687405512597562,6,In Relationship,0,6
8212,19,Male,Undergraduate,Italy,7.2622797400252015,Facebook,No,6.417576109848595,5,Complicated,2,8
8213,20,Male,Graduate,China,6.059538324418211,Instagram,No,7.999247519178562,9,Single,2,7
8214,19,Male,Graduate,Malaysia,5.153548496266526,TikTok,No,6.165543351173318,5,Single,3,5
8215,20,Female,Undergraduate,Peru,6.345077462992402,LinkedIn,No,7.513810315193945,5,In Relationship,3,4
8216,19,Female,Undergraduate,Turkey,3.296150705819861,Facebook,Yes,8.333557607844416,6,Single,3,7
8217,20,Female,Graduate,France,3.8064932567669527,LinkedIn,Yes,7.466281317544067,8,Single,4,8
8218,18,Female,Graduate,Switzerland,4.93518920627021,Instagram,Yes,7.302709481575795,8,Single,5,6
8219,19,Female,Graduate,Azerbaijan,3.4645209890598725,WhatsApp,Yes,10.815293849188334,4,Single,2,6
8220,18,Male,Graduate,Nepal,5.377785316193291,WhatsApp,Yes,7.886003195654187,6,In Relationship,2,8
8221,18,Male,Undergraduate,Sweden,6.4765446053997735,Facebook,Yes,3.894594066415483,7,Single,2,4
8222,24,Male,Graduate,Bahamas,5.410285225327736,Facebook,No,5.515253469804282,5,In Relationship,2,5
8223,21,Male,Graduate,Poland,6.19086358127039,Instagram,Yes,4.834809462270309,5,Single,3,8
8224,24,Male,Graduate,Pakistan,2.431384898672221,WhatsApp,No,7.168403654660026,6,Single,3,7
8225,22,Female,Undergraduate,Netherlands,4.727503987314804,TikTok,Yes,6.846170254150769,7,Single,5,7
8226,23,Male,Undergraduate,India,6.14512161849057,Instagram,No,7.919422879527532,8,In Relationship,4,6
8227,23,Male,Undergraduate,Germany,4.8994383798346375,Facebook,No,6.088086632491358,9,Single,2,8
8228,24,Male,Graduate,Peru,3.636399439299578,Instagram,No,5.573457165773955,6,Single,4,7
8229,21,Female,Undergraduate,India,3.3523864816706697,Facebook,Yes,6.63200318807795,5,Single,4,4
8230,19,Female,Graduate,Pakistan,5.3903930089253045,WhatsApp,No,7.012335713868593,5,Single,5,9
8231,20,Male,Undergraduate,Ireland,8.176693168640096,TikTok,Yes,7.9783660022569265,5,Single,3,6
8232,21,Female,Undergraduate,Ecuador,5.141772011077803,LINE,Yes,6.945700452793795,8,Single,5,9
8233,21,Male,Undergraduate,Romania,7.1011119392092334,Instagram,Yes,8.103535339916334,4,Single,3,8
8234,21,Female,Graduate,China,4.807990629765453,TikTok,Yes,5.219484719767795,8,In Relationship,1,6
8235,18,Female,Undergraduate,Japan,5.421542918783973,Instagram,No,6.248452079011796,6,In Relationship,2,5
8236,23,Female,Graduate,Canada,3.7869077183025914,Facebook,Yes,7.236194393588727,7,In Relationship,0,5
8237,21,Male,Graduate,Spain,4.561915171053873,TikTok,Yes,5.824106938774528,9,Single,2,5
8238,19,Female,Graduate,Italy,7.247261010683017,Facebook,No,5.761073506199201,7,Single,0,5
8239,20,Female,Graduate,UAE,4.4070398088363625,Instagram,Yes,7.451611493114705,5,Single,2,9
8240,21,Male,Graduate,South Africa,4.046757504595696,Facebook,Yes,6.546177167138483,6,Single,2,8
8241,21,Male,Undergraduate,Maldives,4.716235720955121,TikTok,Yes,7.0011752608279805,6,Single,1,6
8242,22,Female,Graduate,Bhutan,3.6627607903179475,Instagram,Yes,5.776473571645537,6,In Relationship,3,3
8243,21,Female,Graduate,Mexico,3.94811274576269,Instagram,No,5.719150175798103,5,In Relationship,0,4
8244,20,Female,Graduate,Spain,3.6744783239888035,Facebook,Yes,6.11478759895079,6,Single,1,7
8245,19,Male,Graduate,Kenya,3.4134229522939186,TikTok,No,5.263207669127553,5,Single,2,8
8246,20,Female,Undergraduate,Canada,5.620447550368116,Instagram,No,7.676877211436804,4,In Relationship,2,3
8247,19,Female,High School,Bolivia,2.6317379548457023,WeChat,Yes,7.700217688257643,4,In Relationship,1,6
8248,22,Female,Undergraduate,China,4.002538765857383,Instagram,Yes,7.021958542236406,5,Single,4,7
8249,24,Male,Graduate,India,4.425995284379055,Instagram,No,7.164394585048849,5,In Relationship,3,7
8250,20,Female,Graduate,Mexico,5.76897881235507,Instagram,Yes,6.638875068489696,3,In Relationship,4,9
8251,18,Female,High School,Finland,3.516961988408967,TikTok,Yes,6.604718134305212,5,Single,1,6
8252,19,Female,Undergraduate,Nepal,4.598682006731966,Facebook,Yes,7.597579377254311,5,In Relationship,2,5
8253,21,Female,High School,Canada,4.9730741915636365,VKontakte,No,6.27960061490323,6,Single,2,9
8254,20,Female,Undergraduate,Poland,5.06720999139383,Instagram,Yes,7.26058086527333,7,Single,3,6
8255,19,Female,Graduate,USA,7.072114212398806,Instagram,No,7.134910324846467,6,Single,3,4
8256,24,Male,Graduate,Switzerland,6.1693895002304435,Twitter,Yes,5.637261090082419,6,Single,3,8
8257,23,Female,Undergraduate,Poland,5.177147672814097,Facebook,Yes,6.138472537925508,5,Single,5,8
8258,21,Female,Graduate,France,4.2327513983415574,Instagram,Yes,6.812860738276339,7,In Relationship,3,6
8259,24,Female,Graduate,Italy,4.241091037578553,Facebook,Yes,4.486149174431336,5,In Relationship,1,8
8260,19,Male,Graduate,Lebanon,6.717702171933114,Instagram,No,8.540878096452397,5,Single,3,6
8261,21,Male,Undergraduate,Bahrain,3.6837537518027954,TikTok,No,7.2103952861396845,6,Single,3,6
8262,22,Female,Graduate,India,4.561622370676352,Facebook,No,5.145507486453693,7,Complicated,2,3
8263,18,Male,Undergraduate,Pakistan,5.113710030822057,TikTok,Yes,6.721995232185758,7,Single,2,9
8264,21,Female,Undergraduate,Ireland,5.50505318793819,LINE,Yes,6.027607668481113,5,Single,1,6
8265,22,Female,Graduate,Canada,4.476450233106856,TikTok,No,6.879428755761437,5,Single,1,7
8266,21,Female,Graduate,Syria,3.191671557361474,Facebook,Yes,7.938242172431432,6,Single,5,7
8267,21,Male,Undergraduate,Mexico,5.544028202714377,LINE,Yes,6.134727171350835,5,In Relationship,2,5
8268,23,Female,Undergraduate,Mexico,5.241040141932419,Instagram,Yes,8.784296560034704,6,Single,2,7
8269,18,Male,Undergraduate,Turkey,4.648719923587326,TikTok,Yes,5.699472757415961,5,Single,4,4
8270,19,Male,Undergraduate,Switzerland,4.964464783682399,WeChat,Yes,6.557966534865196,8,Single,3,6
8271,22,Female,Graduate,India,2.925617011993771,Instagram,Yes,6.199161005884037,6,Single,3,8
8272,24,Female,Undergraduate,Bangladesh,4.120456673953966,Instagram,No,6.530056083952533,5,In Relationship,2,6
8273,18,Male,Undergraduate,France,3.861216589485842,Instagram,No,4.168353260711372,8,In Relationship,4,6
8274,21,Female,Undergraduate,Japan,2.811011132846483,TikTok,Yes,8.552969173541925,6,In Relationship,2,9
8275,19,Male,Graduate,Maldives,4.792376435453116,YouTube,Yes,6.706030620092568,6,Single,2,6
8276,21,Male,Graduate,Switzerland,5.1701615166123,TikTok,Yes,7.511166655473835,7,Single,4,8
8277,22,Female,Graduate,Italy,5.649414847877081,WhatsApp,No,6.611430965796282,6,Single,4,5
8278,19,Female,Undergraduate,South Korea,5.740893545034557,Instagram,Yes,8.687955828895266,9,In Relationship,4,7
8279,20,Female,Undergraduate,Italy,5.08730367095214,TikTok,Yes,6.147635141646553,8,Single,2,5
8280,21,Female,Graduate,Montenegro,7.874801514850194,LinkedIn,Yes,6.388355611592618,8,In Relationship,3,5
8281,20,Female,Undergraduate,Poland,5.997131234181386,Instagram,No,6.633044594648645,7,In Relationship,2,8
8282,21,Male,Graduate,India,5.104746625182585,TikTok,Yes,7.262511628104932,5,Single,2,8
8283,19,Female,Graduate,Philippines,3.7214201479524807,TikTok,No,7.577434395415299,6,Single,0,5
8284,18,Male,Graduate,Japan,4.439894966519605,TikTok,Yes,6.722265131053682,6,Single,2,4
8285,19,Male,Graduate,Ireland,4.445759492072704,Facebook,No,6.001412640826377,9,Single,5,8
8286,21,Male,Undergraduate,Paraguay,6.403522282444173,TikTok,Yes,7.9304218739881875,6,In Relationship,4,6
8287,22,Female,Graduate,UAE,5.694900434804827,TikTok,Yes,7.74731089698833,6,Single,5,7
8288,21,Male,Graduate,Switzerland,6.867057674146838,Instagram,No,7.805387026240908,9,Single,5,8
8289,19,Male,Undergraduate,China,4.590071275461128,Instagram,No,5.565030333370554,8,Single,3,8
8290,22,Male,Undergraduate,USA,5.745546725017292,Twitter,Yes,5.079511089667033,6,In Relationship,4,7
8291,20,Female,Undergraduate,New Zealand,4.808803543815338,Instagram,No,5.5576861376331514,6,Single,0,5
8292,23,Male,Undergraduate,Ireland,6.7684616116975995,Instagram,Yes,6.911182738339741,7,In Relationship,4,8
8293,19,Male,Graduate,Switzerland,4.6424375220858725,Instagram,Yes,8.57816429088157,5,In Relationship,1,6
8294,21,Male,Graduate,Serbia,6.870723745001051,Instagram,Yes,7.231836693872015,9,Single,3,5
8295,21,Female,Graduate,Colombia,5.222212479628493,Instagram,No,7.28459627804705,8,In Relationship,4,5
8296,19,Female,Graduate,Canada,5.669358317643636,Instagram,Yes,4.573754398185963,5,Single,3,7
8297,21,Male,High School,Spain,3.213581604111219,Instagram,No,7.258694764104708,5,Single,1,4
8298,23,Female,High School,Canada,4.7887918865273,TikTok,No,5.871736274589281,7,In Relationship,5,3
8299,18,Male,Graduate,Singapore,4.5043112871533735,TikTok,Yes,7.673020958363849,6,Single,4,9
8300,21,Female,Undergraduate,USA,5.948697982942304,TikTok,Yes,8.064492199107121,6,In Relationship,2,8
8301,20,Male,Graduate,Ireland,5.118644363260154,Instagram,No,9.480460808746646,5,Single,4,5
8302,20,Female,Graduate,India,4.685931490970893,Instagram,Yes,7.8682109213886795,7,Single,4,7
8303,18,Male,Undergraduate,USA,3.9818802219348894,TikTok,No,6.554528079254128,6,In Relationship,4,8
8304,20,Female,Undergraduate,Switzerland,4.591974527874701,Instagram,Yes,6.44504075053373,7,Single,2,4
8305,21,Female,Undergraduate,India,5.7997701730863405,TikTok,Yes,7.460032623996483,5,Single,5,3
8306,20,Male,Graduate,Hong Kong,6.755897803903004,TikTok,No,6.274786468216174,6,Single,1,7
8307,21,Male,Undergraduate,France,6.144899511156526,Instagram,Yes,7.779660251883877,7,Single,1,3
8308,21,Male,Graduate,Italy,5.389238469569945,TikTok,Yes,7.034831248484388,6,In Relationship,3,4
8309,21,Male,Graduate,Belgium,5.703753014698185,Instagram,No,7.189191944255498,5,Single,4,4
8310,19,Female,High School,France,5.326557659851345,Snapchat,No,6.7150477945289495,8,In Relationship,2,7
8311,18,Male,Graduate,Mexico,3.899715469385818,WhatsApp,Yes,9.080071855160753,6,Single,4,5
8312,20,Female,Undergraduate,France,4.936719630799847,Instagram,Yes,6.249704520659032,8,Single,1,7
8313,20,Female,Undergraduate,Belarus,5.768752421981696,Instagram,No,6.650763876723471,6,Single,3,5
8314,23,Male,Graduate,Spain,3.8288350597735583,TikTok,Yes,4.365699708453143,6,Complicated,2,7
8315,25,Male,Undergraduate,India,4.731132630073181,Instagram,No,5.144146776428394,5,Single,2,4
8316,20,Female,Graduate,UK,4.917396289753173,TikTok,Yes,6.582272779937292,4,In Relationship,3,9
8317,20,Female,Undergraduate,Sri Lanka,4.771482518910706,Facebook,Yes,5.772843917092376,5,In Relationship,2,5
8318,18,Male,Graduate,Canada,5.57864756948747,TikTok,Yes,8.744205288291278,6,In Relationship,4,6
8319,19,Female,Graduate,Denmark,5.214000906611658,Facebook,Yes,5.990909343655709,5,Single,2,5
8320,20,Female,High School,India,6.621201225133332,Instagram,No,4.572460713698929,5,Single,3,9
8321,19,Female,Graduate,Canada,4.1776067466441456,Instagram,Yes,5.949051481605855,5,Single,4,7
8322,18,Male,Graduate,Maldives,6.255002834494623,LinkedIn,Yes,6.709396010141491,4,In Relationship,3,6
8323,22,Male,High School,Spain,5.80899658038832,YouTube,Yes,6.327835887274711,7,Single,4,4
8324,19,Male,Graduate,India,6.1793241234491125,Instagram,Yes,8.060971979820476,7,Single,5,6
8325,20,Male,Graduate,France,5.787211919971299,Facebook,Yes,7.629552312035622,6,In Relationship,2,8
8326,20,Male,Undergraduate,India,3.8616504490454897,Instagram,Yes,6.224065051764818,7,In Relationship,4,5
8327,24,Male,Undergraduate,Canada,5.399503378944499,Instagram,Yes,8.014348516995458,5,Single,2,7
8328,20,Male,Graduate,Bangladesh,4.178192853062663,KakaoTalk,Yes,7.680737457598593,7,In Relationship,5,6
8329,18,Male,Graduate,Turkey,2.557104987711093,Instagram,Yes,6.512854347667987,6,Single,3,7
8330,20,Female,Graduate,Australia,3.9634793052995354,TikTok,Yes,6.4683324729229135,6,Single,1,4
8331,18,Female,Undergraduate,France,2.770090311574354,Instagram,Yes,6.668249860440877,6,Single,2,9
8332,22,Female,Graduate,Pakistan,5.120419091298384,Instagram,Yes,5.887633031207932,6,In Relationship,4,8
8333,22,Female,Undergraduate,Brazil,5.674342501534819,Facebook,No,7.75030861446351,8,Single,3,8
8334,21,Male,Undergraduate,Netherlands,5.493127194759682,Instagram,No,6.049090789401436,7,Single,1,7
8335,24,Female,Undergraduate,USA,3.6143310764666343,Instagram,No,5.390366667376135,8,Single,4,7
8336,23,Female,Undergraduate,Denmark,3.3204246306446423,Instagram,No,6.557298803778002,7,Single,4,5
8337,20,Male,Graduate,Iceland,5.523850278605041,WhatsApp,No,7.495092367620764,5,Complicated,2,7
8338,23,Female,Undergraduate,Sri Lanka,5.3236261307516255,Instagram,Yes,6.682114852015612,6,Single,3,4
8339,23,Male,Graduate,Bangladesh,5.680089535145247,Facebook,Yes,7.78007766081308,7,Single,4,4
8340,18,Female,Undergraduate,Switzerland,4.188827268101043,Facebook,Yes,4.892949023067959,8,Single,1,5
8341,18,Female,Undergraduate,China,3.9508004667572196,Instagram,No,7.758551583885099,5,Single,3,3
8342,21,Male,Graduate,UK,5.022880016856317,Twitter,Yes,5.586268907759845,6,Single,3,8
8343,21,Female,Undergraduate,Germany,4.636781335959296,VKontakte,No,8.344818810780318,5,In Relationship,3,7
8344,22,Male,Graduate,Turkey,5.520329832440987,Instagram,No,6.372257711224802,5,Single,4,5
8345,21,Male,Graduate,Sri Lanka,4.584456751364753,WhatsApp,No,7.389125657688557,4,Single,3,5
8346,24,Female,Undergraduate,Pakistan,4.09993434386964,Facebook,Yes,5.851170813354072,7,Single,4,7
8347,25,Male,Graduate,Spain,5.216238833701233,Twitter,No,8.87962693229246,7,In Relationship,3,6
8348,20,Female,Undergraduate,Israel,3.6549745305808647,LinkedIn,Yes,7.349620476978211,5,Single,5,6
8349,21,Male,Graduate,Sri Lanka,6.1635560273140415,Instagram,No,6.926888053789326,7,Single,3,9
8350,20,Male,Undergraduate,UK,5.819869004307336,Instagram,Yes,6.406275771316831,6,In Relationship,1,7
8351,19,Female,Graduate,India,2.8935565169223323,WhatsApp,No,6.6606769337148926,6,Single,3,4
8352,22,Female,Graduate,Mexico,7.129522888849082,YouTube,Yes,5.471489324924318,7,In Relationship,3,8
8353,20,Female,Undergraduate,Panama,3.9620016745168996,Twitter,No,5.7930529146116605,6,Single,3,7
8354,21,Male,Undergraduate,Italy,4.905324365874588,Facebook,No,8.401636395290057,7,Single,1,7
8355,24,Male,High School,Pakistan,3.9054288927466247,Instagram,Yes,6.6488126153139815,8,In Relationship,1,4
8356,20,Male,Undergraduate,Russia,5.888990032654578,TikTok,Yes,7.193160035958768,8,Single,2,9
8357,21,Female,Undergraduate,Canada,4.25808918931535,Instagram,Yes,8.074403791257879,7,Single,5,6
8358,18,Male,Undergraduate,Bangladesh,6.063097989616487,Twitter,No,6.181504189741353,6,Single,2,7
8359,21,Female,Undergraduate,USA,5.923559663742935,Instagram,Yes,5.015017517778911,7,In Relationship,1,8
8360,23,Male,Graduate,USA,5.343545753907822,WhatsApp,No,6.444042990037598,5,In Relationship,4,8
8361,21,Male,High School,Pakistan,8.32941792915451,Instagram,Yes,7.367175410039287,7,Single,4,6
8362,24,Female,Graduate,USA,7.224117874765307,WhatsApp,Yes,7.64322136300153,7,Single,2,6
8363,20,Female,Undergraduate,Pakistan,5.163366499232687,Facebook,No,7.589810369671055,5,Single,2,5
8364,18,Female,Graduate,Hong Kong,3.2161952166904078,Instagram,Yes,6.228846580888182,5,In Relationship,1,3
8365,19,Female,Undergraduate,Spain,5.338999796362981,Facebook,No,6.225215952322003,8,In Relationship,4,5
8366,19,Female,Graduate,Kosovo,5.481057117180619,Instagram,No,8.09434903838966,7,In Relationship,3,7
8367,18,Male,Graduate,Japan,5.880083444104872,Instagram,Yes,6.588961572787936,4,Single,4,3
8368,19,Male,Graduate,New Zealand,4.818328336358453,TikTok,Yes,7.1419035074951225,5,In Relationship,3,4
8369,20,Female,Undergraduate,Canada,5.742694896569606,Facebook,No,4.013777006589643,5,In Relationship,5,7
8370,20,Female,Graduate,Canada,7.706443863695247,YouTube,Yes,7.988262974510386,9,Single,4,6
8371,21,Male,Undergraduate,USA,6.170800250245447,Facebook,Yes,8.54459347319748,5,Single,3,8
8372,18,Male,Undergraduate,Maldives,5.516821383473042,Facebook,Yes,7.162622633346215,7,In Relationship,2,6
8373,20,Female,Graduate,Switzerland,4.812146934893895,Instagram,Yes,8.503344982708885,7,Complicated,2,7
8374,18,Male,Undergraduate,UK,5.027454955192279,KakaoTalk,Yes,9.014874765015824,5,Single,2,8
8375,22,Male,Graduate,Germany,6.538525062409015,Instagram,No,5.909533096733331,6,Single,2,5
8376,21,Female,Undergraduate,UK,5.252922177053726,Instagram,Yes,6.091268412087226,7,In Relationship,3,9
8377,23,Male,High School,Sri Lanka,3.747685486787567,TikTok,Yes,7.020656318448155,5,Single,3,4
8378,18,Female,Undergraduate,Denmark,4.51813072459885,Snapchat,No,7.070989764144897,4,Single,2,8
8379,21,Male,Graduate,Monaco,3.01114588685292,Instagram,No,8.479173134066926,9,Single,3,8
8380,20,Female,Undergraduate,India,6.930381967840852,Twitter,No,6.778766117482648,4,Single,3,5
8381,19,Female,High School,India,4.827769302072225,Instagram,Yes,8.301425301301704,5,In Relationship,2,5
8382,21,Female,Undergraduate,Australia,4.924955157704976,Twitter,Yes,6.38052330839336,8,Complicated,4,8
8383,22,Male,Graduate,Mexico,5.825591611955163,Twitter,Yes,5.752724648488842,7,Single,3,6
8384,18,Female,Undergraduate,Poland,4.6352647080651765,Facebook,No,6.310024026280429,6,Single,2,6
8385,19,Male,Undergraduate,Canada,5.29828106277727,Instagram,No,7.290170750790419,8,Single,4,8
8386,21,Male,Graduate,India,7.353037758896908,WhatsApp,No,6.423116014185234,7,In Relationship,3,9
8387,19,Female,Graduate,Finland,5.2716796812266145,Instagram,Yes,7.564346139779981,7,In Relationship,3,6
8388,20,Female,Undergraduate,Poland,5.707382735106518,TikTok,No,6.241605926675614,7,Single,4,6
8389,20,Female,Graduate,Mexico,7.0864941188354065,Instagram,Yes,7.574006226745141,5,In Relationship,4,7
8390,20,Male,Undergraduate,Bangladesh,3.241010691198875,TikTok,Yes,6.829720367095866,6,Single,3,8
8391,19,Male,Graduate,Maldives,6.375893804911086,Twitter,Yes,6.502194427111783,9,Single,4,7
8392,20,Female,Undergraduate,Denmark,4.071820620374108,VKontakte,No,7.427544674317873,8,Single,3,6
8393,24,Male,Graduate,Mexico,4.936543426671866,TikTok,Yes,4.526965861156732,8,In Relationship,2,6
8394,18,Female,Undergraduate,Poland,4.866346124132932,Instagram,No,7.225637800630663,4,In Relationship,2,8
8395,21,Female,Undergraduate,Pakistan,3.6329289262794826,Snapchat,No,6.668455862127674,8,Single,4,4
8396,20,Male,Undergraduate,Denmark,3.5959252848810124,Facebook,No,7.24303526741663,8,Complicated,3,8
8397,18,Female,Graduate,UAE,3.1836693994325937,LinkedIn,Yes,5.568725132708206,8,In Relationship,2,4
8398,24,Male,Undergraduate,China,3.488861797739709,Facebook,Yes,6.562291813757791,6,Single,4,6
8399,22,Female,Undergraduate,Malaysia,5.143059263157204,WeChat,No,9.521899862776337,7,Single,2,9
8400,18,Male,Undergraduate,Maldives,3.0669222945786165,TikTok,Yes,7.520979806304209,7,In Relationship,2,4
8401,21,Female,Undergraduate,Denmark,4.681802026580851,Facebook,No,6.804483294071301,6,In Relationship,2,3
8402,24,Male,Undergraduate,Israel,3.5301027671502894,TikTok,Yes,6.77556382376823,7,Complicated,4,5
8403,18,Male,Undergraduate,New Zealand,5.236123634992486,Instagram,Yes,5.6051830597848555,5,Single,3,5
8404,23,Female,Graduate,Lebanon,4.961090402280996,WhatsApp,Yes,7.406843590196396,7,Single,3,5
8405,21,Female,Undergraduate,Nepal,3.9889389405415216,Instagram,Yes,5.892960273892492,7,In Relationship,2,4
8406,21,Female,Graduate,Maldives,5.568633143190815,Instagram,Yes,8.884543685770197,6,Single,5,8
8407,19,Male,Graduate,Australia,4.66278485592298,Facebook,No,8.632645079545599,6,In Relationship,1,5
8408,18,Male,Graduate,Moldova,5.189655344260755,TikTok,No,9.266295132920952,7,In Relationship,3,9
8409,20,Male,Undergraduate,Maldives,6.8658971421124235,Instagram,No,5.027446800810836,8,In Relationship,3,6
8410,22,Female,Graduate,Canada,4.776339957108478,Twitter,Yes,8.5510663696951,6,Single,4,8
8411,19,Male,Graduate,France,5.509522443867212,TikTok,No,9.122017469347938,5,In Relationship,3,6
8412,21,Female,Undergraduate,Vietnam,3.6073751737762914,LINE,Yes,6.393424131751415,6,In Relationship,3,5
8413,18,Male,Graduate,Ireland,6.899075852658415,TikTok,Yes,8.140520466932289,8,In Relationship,4,7
8414,21,Female,Graduate,Canada,3.8880303109875767,TikTok,No,6.995974198093699,5,In Relationship,2,6
8415,24,Female,Undergraduate,Turkey,2.4910399837639994,TikTok,Yes,6.174615995282238,5,In Relationship,4,6
8416,23,Male,Graduate,Russia,6.069205115935027,TikTok,Yes,8.247585917769404,8,In Relationship,2,6
8417,18,Male,Undergraduate,Japan,2.4282710546505206,WeChat,Yes,8.126252445014853,7,In Relationship,3,4
8418,21,Female,Graduate,Bangladesh,3.3815960839477053,Instagram,Yes,6.801277515699318,7,Single,1,4
8419,20,Male,Undergraduate,Switzerland,4.849047766398752,WhatsApp,Yes,7.544322957385325,6,Single,1,7
8420,24,Female,Graduate,Sri Lanka,1.508419765433656,LinkedIn,Yes,5.3751927665681505,4,In Relationship,4,4
8421,19,Male,Undergraduate,India,3.816112904044828,VKontakte,No,6.929249564088843,7,Single,5,5
8422,24,Female,Undergraduate,India,4.445411415971328,LinkedIn,No,5.940910489358145,7,Single,4,6
8423,21,Male,Undergraduate,Sri Lanka,3.9380743725880683,TikTok,Yes,5.703834290539093,7,Complicated,2,8
8424,21,Female,Graduate,Italy,5.354974413892608,TikTok,Yes,8.478419559119743,6,Single,3,7
8425,20,Female,Graduate,UK,5.982464767839714,Instagram,Yes,5.561985836209315,6,In Relationship,1,3
8426,18,Male,Graduate,Spain,3.6909237346180497,TikTok,Yes,6.622650114151654,8,In Relationship,3,3
8427,21,Male,Graduate,Italy,5.712034048288349,Instagram,Yes,6.590475615940505,4,Single,3,8
8428,24,Male,Graduate,Canada,5.866543160241748,Instagram,Yes,5.483905120958859,4,Single,2,5
8429,22,Female,Graduate,France,3.9571814783771213,KakaoTalk,Yes,5.016118077916262,6,In Relationship,1,6
8430,20,Female,Graduate,China,5.048468678844981,LinkedIn,Yes,6.752128714373552,6,Single,1,3
8431,23,Male,Graduate,Vietnam,3.387107273374526,TikTok,Yes,4.60335401777208,4,Single,2,8
8432,19,Female,Undergraduate,Mexico,4.224442958253466,TikTok,Yes,7.000814523707647,7,In Relationship,5,8
8433,18,Female,Undergraduate,Malaysia,3.9079017146277852,Instagram,Yes,9.062672117584796,9,Single,4,7
8434,19,Male,Undergraduate,Canada,5.389590738944163,TikTok,No,6.506988720161285,5,In Relationship,4,6
8435,22,Male,Undergraduate,Canada,6.1560202869472995,TikTok,Yes,5.075285632819176,7,In Relationship,3,8
